"Check ID","Title","Severity","Repository","SCM Link","File Path","Lines","First Seen","Repository Status","Package","Installed Version","Fixed Version","Vendor Fix","Reachability","Direct","Package Roots","EPSS Score","CISA Published Date"
"CVE-2014-9060","Moodle allows attackers to trigger the generation of arbitrary messages","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.5.9, 2.6.6, 2.7.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-0211","Moodle allows attackers to obtain sensitive information","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.7, 2.7.4, 2.8.2","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-0213","Moodle multiple cross-site request forgery (CSRF) vulnerabilities","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.7, 2.7.4, 2.8.2","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-0214","Moodle allows attackers to bypass a messaging-disabled setting","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.7, 2.7.4, 2.8.2","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-0215","Moodle allows attackers to obtain sensitive calendar-event information","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.7, 2.7.4, 2.8.2","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-0217","Moodle allows attackers to cause a denial of service","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.7, 2.7.4, 2.8.2","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-0218","Moodle cross-site request forgery (CSRF) vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.7, 2.7.4, 2.8.2","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-1493","Moodle directory traversal vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.8, 2.7.5, 2.8.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-2266","Moodle allows attackers to obtain sensitive personal-contact and unread-message-count information","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.9, 2.7.6, 2.8.4","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-2267","Moodle allows attackers to extract archives to arbitrary directories","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.9, 2.7.6, 2.8.4","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-2268","Moodle allows attackers to cause a denial of service","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.9, 2.7.6, 2.8.4","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-2270","Moodle allows attackers to obtain sensitive course information","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.9, 2.7.6, 2.8.4","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-2271","Moodle does not consider the moodle/tag:flag capability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.9, 2.7.6, 2.8.4","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-2272","Moodle allows attackers to bypass a forced-password-change requirement","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.9, 2.7.6, 2.8.4","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-3175","Moodle Arbitrary Redirect","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.11, 2.7.8, 2.8.6","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-3176","Moodle allows attackers obtain full-name information","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.11, 2.7.8, 2.8.6","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-3180","Moodle allows attackers to obtain sensitive course-structure information","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.11, 2.7.8, 2.8.6","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-3181","Moodle allows attackers to bypass file-management restrictions","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.6.11, 2.7.8, 2.8.6","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-5268","Moodle mishandles group-based authorization checks","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.10, 2.8.8, 2.9.2","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-5269","Moodle cross-site scripting (XSS) vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.10, 2.8.8, 2.9.2","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-5335","Moodle cross-site request forgery (CSRF) vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.11, 2.8.9, 2.9.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-5336","Moodle multiple cross-site scripting (XSS) vulnerabilities","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.11, 2.8.9, 2.9.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-5337","Moodle XSS Vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.11, 2.8.9, 2.9.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-5339","Moodle does not properly implement group-based access restrictions","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.11, 2.8.9, 2.9.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-5340","Moodle sensitive information disclosure","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.11, 2.8.9, 2.9.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-5341","Moodle allows attackers to read SCORM contents","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.11, 2.8.9, 2.9.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-5342","Moodle allows attackers to bypass intended access restrictions","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.11, 2.8.9, 2.9.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2016-0724","Moodle sensitive information disclosure","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.12, 2.8.10, 2.9.4, 3.0.2","Yes","No","Yes","-","N/A","N/A"
"CVE-2016-2151","Moodle allows attackers to discover student e-mail addresses","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.13, 2.8.11, 2.9.5, 3.0.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2016-2156","Moodle provides calendar-event data without considering whether an activity is hidden","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.13, 2.8.11, 2.9.5, 3.0.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2016-2158","Moodle allows attackers to obtain sensitive category-detail information","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.13, 2.8.11, 2.9.5, 3.0.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2016-2190","Moodle sensitive information disclosure","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","2.7.13, 2.8.11, 2.9.5, 3.0.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2016-9188","Moodle XSS Vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","-","No","No","Yes","-","N/A","N/A"
"CVE-2017-12156","Moodle XSS Vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.3.2, 3.2.5, 3.1.8","Yes","No","Yes","-","N/A","N/A"
"CVE-2017-12157","Moodle sensitive information disclosure","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.3.2, 3.2.5, 3.1.8","Yes","No","Yes","-","N/A","N/A"
"CVE-2017-7531","Moodle Information Disclosure","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.3.1","Yes","No","Yes","-","N/A","N/A"
"CVE-2017-7532","Moodle Improper Privilege Management","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.3.1, 3.2.4, 3.1.7","Yes","No","Yes","-","N/A","N/A"
"CVE-2019-10133","Moodle Open Redirect Vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.6.4, 3.5.6, 3.4.9, 3.1.18","Yes","No","Yes","-","N/A","N/A"
"CVE-2019-10188","moodle Improper Access Control","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.5.7, 3.6.5, 3.7.1","Yes","No","Yes","-","N/A","N/A"
"CVE-2019-10189","moodle Improper Access Control","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.7.1, 3.6.5, 3.5.7","Yes","No","Yes","-","N/A","N/A"
"CVE-2019-3808","Moodle XSS Vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.6.2, 3.5.4, 3.4.7, 3.1.16","Yes","No","Yes","-","N/A","N/A"
"CVE-2019-3847","Moodle XSS Vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.6.3, 3.5.5, 3.4.8, 3.1.17","Yes","No","Yes","-","N/A","N/A"
"CVE-2019-3850","Moodle Stored HTML in assignment submission comments allowed links to be opened directly","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.1.17, 3.4.8, 3.5.5, 3.6.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2020-1692","Cross-Site Request Forgery in Moodle","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.7.2","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-20283","Missing permission check in Moodle","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.10.2, 3.9.5, 3.8.8, 3.5.17","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-27131","Moodle vulnerable to stored Cross-site Scripting","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","-","No","No","Yes","-","N/A","N/A"
"CVE-2021-36397","Moodle has Incorrect Default Permissions","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.11.1, 3.10.5, 3.9.8","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-36400","Moodle has Incorrect Default Permissions","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.11.1, 3.10.5, 3.9.8","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-36401","Moodle vulnerable to Stored Cross-site Scripting","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.11.1, 3.10.5, 3.9.8","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-36402","Moodle Improper Input Validation vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.11.1, 3.10.5, 3.9.8","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-36403","Moodle has a Hidden Functionality vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.11.1, 3.10.5, 3.9.8","Yes","No","Yes","-","N/A","N/A"
"CVE-2021-36568","Moodle Cross-site Scripting vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.11.10","Yes","No","Yes","-","N/A","N/A"
"CVE-2022-0334","Insufficient user authorization in Moodle","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.11.5, 3.10.8, 3.9.11","Yes","No","Yes","-","N/A","N/A"
"CVE-2022-0984","Missing authorization in Moodle","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.11.6, 3.10.10, 3.9.13","Yes","No","Yes","-","N/A","N/A"
"CVE-2022-40208","Moodle may allow students to bypass sequential navigation during a quiz attempt","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.0.3, 3.11.9, 3.9.16","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-1402","Moodle may display roles to users who don't have access to them","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.1.2, 4.0.7, 3.11.13, 3.9.20","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-23921","Moodle Cross-site Scripting vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","3.9.19, 3.11.12, 4.0.6, 4.1.1","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-28330","Moodle arbitrary file read vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.1.2, 4.0.7, 3.11.13, 3.9.20","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-28331","Moodle vulnerable to Cross-site Scripting","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.1.2, 4.0.7, 3.11.13, 3.9.20","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-28332","Moodle vulnerable to Cross-site Scripting when algebra filter enabled but not functional","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.1.2, 4.0.7, 3.11.13, 3.9.20","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-28334","Moodle may allow authenticated users to enumerate other user's names via learning plans page","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.1.2, 4.0.7, 3.11.13, 3.9.20","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-28336","Moodle may allow teachers to access the names of users they could not otherwise access","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.1.2, 4.0.7, 3.11.13, 3.9.20","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-30943","Moodle External Control of File Name or Path vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.2.0-rc2","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-35131","Moodle vulnerable to Cross-site Scripting","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.2.1, 4.1.4, 4.0.9, 3.11.15","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-35132","Moodle vulnerable to SQL Injection","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.2.1, 4.1.4, 4.0.9, 3.11.15, 3.9.22","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-5539","Moodle Code Injection vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.0-rc2","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-5541","Moodle Cross-site Scripting vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.0-rc2","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-5542","Moodle Improper Access Control vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.0-rc2","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-5544","Moodle Cross-site Scripting vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.0-rc2","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-5545","Moodle Exposure of Sensitive Information to an Unauthorized Actor vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.0-rc2","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-5546","Moodle Cross-site Scripting vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.0-rc2","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-5547","Moodle Cross-site Scripting vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.0-rc2","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-5548","Moodle Acceptance of Extraneous Untrusted Data With Trusted Data vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.0-rc2","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-5549","Moodle Improper Access Control vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.0-rc2","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-5550","Moodle Code Injection vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.0-rc2, 4.2.3, 4.1.6, 4.0.11, 3.11.17, 3.9.24","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-1439","Moodle Improper Access Control vulnerability","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","-","No","No","Yes","-","N/A","N/A"
"CVE-2024-25979","Improper Handling of Parameters in moodle","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.3, 4.2.6, 4.1.9","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-25980","Improper Access Control in moodle","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.3, 4.2.6, 4.1.9","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-25981","Improper Access Control in moodle","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.3, 4.2.6, 4.1.9","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-25983","Authorization Bypass in moodle","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-02-09T08:32:38.945Z","Active","moodle/moodle","v2.6.2","4.3.3, 4.2.6, 4.1.9","Yes","No","Yes","-","N/A","N/A"
